Name,Locked,Org,Status,Type,Water,Compost,Features,Seasonal,Animals,Address,Food Producing,Com_Gard,Dormant,Latitude,Longitude,Address,Ownership,Oth_org,Website,Facebook,Fenced,Descript,Ward,CCA,Contact,Image,City
"Loyola University Chicago, Winthrop Urban Farm",Yes,,Unclear,"Demo / Training / Program, Food Donation, Habitat / Conservation / Prairie, School Garden, Urban Agriculture Organization, Urban Farm","Hose connected to private property, Irrigation System, Rain collection system ( rain barrels, cisterns)",Yes,"Water Management, Compost System, Educational Signage, Electricity Outlet, Seating Area, Shed / Storage box, Teaching Area",,"Bees (hives), Rabbits","1100 W Loyola Ave, Chicago, IL 60626, USA",Yes,No,No,42.0018328,-87.6587879,"1100 W Loyola Ave, Chicago, IL 60626, USA",Private,Loyola University,http://luc.edu/sustainability/initiatives/urban-agriculture/index.shtml,,Yes,,49,EDGEWATER,Kevin Erickson,http://www.luc.edu/media/lucedu/sustainability-new/images420/Garden%20Photo420.jpg,Chicago
"Loyola University Chicago, Mertz Hall Terrace Gardens",No,,,"Demo / Training / Program, Food Donation, Ornamental / Beautification, Rooftop, School Garden, Urban Agriculture Organization, Urban Farm",On site water source,Yes,"Educational Signage, Water Management, Teaching Area, Shed / Storage box, Seating Area, Performance Area, Handicap accessible bed, Farm Stand, Compost System",,,"1121 W Loyola Ave, Chicago, IL 60626, USA",Yes,No,No,42.0015166,-87.6597854,"1121 W Loyola Ave, Chicago, IL 60626, USA",Private,"Loyola University, Growers' Guild Loyola",http://luc.orgsync.com/org/growersguild/Gardening,https://m.facebook.com/LoyolaIES/,Yes,"Terrace Gardens, Raised Beds",49,ROGERS PARK,Kevin Erickson,,Chicago
"Loyola University Chicago, Medieval Garden",No,,,"School Garden, School Garden, Demo / Training / Program",,,,,,"1001 W Loyola Ave, Chicago, IL 60626, USA",Yes,,No,42.0013407,-87.6565972,"1001 W Loyola Ave, Chicago, IL 60626, USA",Private,,,,No,Terraced medieval plant garden on lakefront.,49,ROGERS PARK,,,Chicago
Calumet Heights Community Association Garden,,,,,,,,,,"2640 E 93rd St, Chicago, IL 60617, USA",,,,41.7263203,-87.5592788,"2640 E 93rd St, Chicago, IL 60617, USA",NeighborSpace,,,,,,7,CALUMET HEIGHTS,,,Chicago
1900 S. Avers Block Club Garden,Yes,,,,,,Gazebo,,,"1900 S Avers Ave, Chicago, IL 60623, USA",No,Yes,,41.8548959,-87.7214429,"1900 S Avers Ave, Chicago, IL 60623, USA",NeighborSpace,,,,Yes,,24,NORTH LAWNDALE,Darlene Williams 773-653-7884,,Chicago
42nd Street Garden,,,,,,,,,,"4200 S Vincennes Ave, Chicago, IL 60653, USA",,Yes,,41.8184636,-87.6137731,"4200 S Vincennes Ave, Chicago, IL 60653, USA",NeighborSpace,,,,,,4,GRAND BOULEVARD,,,Chicago
Winthrop Harmony Arts Garden,,,,,,,,,,"4919 N Winthrop Ave, Chicago, IL 60640, USA",,,,41.9721675,-87.6576989,"4919 N Winthrop Ave, Chicago, IL 60640, USA",NeighborSpace,,,,,,48,UPTOWN,http://www.greenscenechicago.org/,,Chicago
Whipple Street Garden,,,,,,,,,,"1622 N Whipple St, Chicago, IL 60647, USA",,,,41.910927,-87.703712,"1622 N Whipple St, Chicago, IL 60647, USA",NeighborSpace,,,,,,26,HUMBOLDT PARK,,,Chicago
Oriole Park School Teaching Farm,No,,,School Garden,On site water source,Yes,"Seating Area, Teaching Area, Play Area",,,"5424 N Oketo Ave, Chicago, IL 60656, USA",Yes,No,No,41.9787093,-87.8123964,"5424 N Oketo Ave, Chicago, IL 60656, USA",Chicago Public Schools,,www.opsteachingfarm.com,,No,"Oriole Park School Teaching Farm is an interactive, outdoor classroom - run by teachers, parents, urban farmers, and do-gooders - who strive to inspire and engage young minds with first hand experience in growing food start to finish.",41,NORWOOD PARK,Julie Fehler-Render,,Chicago
South Shore International,No,The Kitchen Community,,"School Garden, Ornamental / Beautification, Restaurant / Catering Garden","Irrigation System, On site water source",Yes,"Compost System, Seating Area, Teaching Area",,,"1955 E 75th St, Chicago, IL 60649, USA",Yes,No,No,41.7583583,-87.5768501,"1955 E 75th St, Chicago, IL 60649, USA",Chicago Public Schools,,,,No,,8,SOUTH SHORE,,,Chicago
Kumunda Community Garden,Yes,U of I Extension,Allotment,"Community Garden, Pantry Garden, Food Donation, Urban Agriculture Organization","City Fire Hydrant, Irrigation System, Rain collection system ( rain barrels, cisterns)",Yes,"Compost System, Shed / Storage box, Play Area, Seating Area, Gazebo",,Bees (hives),"6453 S Kimbark Ave, Chicago, IL 60637, USA",Yes,Yes,No,41.7771454,-87.5945466,"6453 S Kimbark Ave, Chicago, IL 60637, USA",Private,"65th & Woodlawn Garden leaders, Abundance Project, First Presbyterian Church",,,Yes,,20,WOODLAWN,,,Chicago
SOS Children's Village Wellness Garden,Yes,,Collective,"Community Garden, Demo / Training / Program","City Fire Hydrant, Hose connected to private property, Irrigation System",Yes,"Artwork / Sculptures, Compost System, Educational Signage, Teaching Area, Shed / Storage box, Seating Area, Play Area",,,"7710 S Parnell Ave, Chicago, IL 60620, USA",Yes,Yes,No,41.7548171,-87.6386662,"7710 S Parnell Ave, Chicago, IL 60620, USA",Private,"SOS Children's Village, The Abundance Project",,,Yes,"A permaculture teaching and therapy garden for foster children and their caregivers. Garden grows a wide array of vegetables, fruit and herbs, and offers environmental education, wellness, and nature craft activities for residents of the SOS Children's Village.",17,GREATER GRAND CROSSING,,,Chicago
McCormick Tribune YMCA,No,,,Community Garden,"Irrigation System, On site water source, Rain collection system ( rain barrels, cisterns)",Yes,"Covered Area, Electricity Outlet, Performance Area, Seating Area, Play Area, Shed / Storage box, Teaching Area, Educational Signage, Compost System",,Chickens,"1834 Lawndale Ave, Chicago, IL 60647, USA",,Yes,No,41.9148456,-87.7196878,"1834 Lawndale Ave, Chicago, IL 60647, USA",Private,,https://twitter.com/YGreenSpace,www.facebook.com/YGreenSpace,No,"The McCormick Tribune YMCA''s Active Green Space seeks to impact health and wellness with a focus on childhood obesity and diabetes in the Logan Square, Humboldt Park and Hermosa neighborhoods of Chicago. The space includes a Meditation area, vegetables & herb garden, physical area stage, education area, and compost area.",26,LOGAN SQUARE,Elizabeth Berkeley. Health and Wellness Manager. email - eberkeley@ymcachicago.org for information,,Chicago
Homan Rails Farm,No,,,"Urban Agriculture Organization, Urban Farm",City Fire Hydrant,Yes,"Compost System, Shed / Storage box, Seating Area",Hoop house,,"3517 W Arthington St, Chicago, IL 60624, USA",Yes,No,No,41.8692073,-87.7139369,"3517 W Arthington St, Chicago, IL 60624, USA",Private,Foundation for Homan Square,homangrown.org/hrf,https://www.facebook.com/homanrailsfarm/,Yes,"Homan Rails Farm is a local community initiative and educational urban farm project that teaches neighborhood youth about sustainability, design and entrepreneurship, while enhancing local biodiversity and providing fresh, healthy food for the community.
A project of the Foundation for Homan Square and the Global Impact Fund, the farm is located in Chicago's North Lawndale neighborhood and provides an opportunity for vibrant and safe outdoor activity to the plethora of organizations and their constituents working on the Homan Square campus.",24,NORTH LAWNDALE,info@homangrown.org,,Chicago
The Roof Crop LLC,Yes,,,Rooftop,"Irrigation System, Rain collection system ( rain barrels, cisterns)",Yes,"Compost System, Farm Stand, Seating Area, Teaching Area, Washing Area / Sinks",,,"1516 W Carroll Ave, Chicago, IL 60607, USA",Yes,No,No,41.887663,-87.665216,"1516 W Carroll Ave, Chicago, IL 60607, USA",Private,,https://www.theroofcrop.com/,https://www.facebook.com/THEROOFCROP/,No,Green roof system that produces a food meadow.,27,NEAR WEST SIDE,hello@theroofcrop.com,,Chicago
7506 S Racine Ave (Urban Canopy),No,"Chicago Park District, Greencorps Chicago, Other",Unclear,"Community Garden, Urban Farm, Urban Agriculture Organization","Irrigation System, Hose connected to private property",Yes,"Compost System, Shed / Storage box",,Bees (hives),"7506 S Racine Ave, Chicago, IL 60620, USA",Yes,Yes,No,41.7573209,-87.6542365,"7506 S Racine Ave, Chicago, IL 60620, USA",Private,"Experimental Station, Nature's Little Recyclers, countless local farms..",theurbancanopy.org,facebook.com/theurbancanopy,Yes,"We are a for-profit urban agriculture organization. This amazing farm site is just one portion of our business, whose mission is to help create a a more sustainable and equitable food system in Chicago.",17,AUBURN GRESHAM,info@theurbancanopy.org,,Chicago
Sprouts Garden at St. Matthias School,No,,,School Garden,Hose connected to private property,No,"Play Area, Seating Area, Teaching Area",,,"4910 N Claremont Ave, Chicago, IL 60625, USA",Yes,No,No,41.9708359,-87.6881344,"4910 N Claremont Ave, Chicago, IL 60625, USA",Private,,http://www.stmatthiasschool.org/parent-center/sprouts-garden-brick-pavers/,,Yes,"The Sprouts Garden is a self-funded project collaboration between parent volunteers and teachers who aspire to build and cultivate an engaging outdoor learning & exploration space for the students of St. Matthias Elementary School. This 2,300-square foot schoolyard garden features 11 raised beds used cultivating edibles, 4 hgelkultur mounds for attracting pollinators and 4 fruit trees (apple, sour cherry, golden plum and nectarine). Nearly all of the structural materials, soil, seedlings and ground cover foliage was donated by generous local businesses who have supported the Sprouts Garden project since its launch in 2013.",40,LINCOLN SQUARE,SMSsproutsgarden@gmail.com,http://www.stmatthiasschool.org/wp-content/uploads/Sprouts-Garden-logo.jpg,Chicago
Active Green Space,No,"U of I Extension, Other",,Community Garden,"Hose connected to private property, On site water source, Rain collection system ( rain barrels, cisterns)",Yes,"Compost System, Electricity Outlet, Performance Area, Play Area, Seating Area, Shed / Storage box, Teaching Area, Covered Area",,Chickens,"1834 Lawndale Ave, Chicago, IL 60647, USA",Yes,Yes,No,41.9148456,-87.7196878,"1834 Lawndale Ave, Chicago, IL 60647, USA",Private,Christy Webber Landscaping,,https://www.facebook.com/groups/YGReenSpace/,No,"The McCormick Tribune YMCA''s Active Green Space seeks to impact health and wellness with a focus on childhood obesity and diabetes in the Logan Square, Humboldt Park and Hermosa neighborhoods of Chicago. The space includes a fruit, vegetable & herb garden, physical area stage, education space, compost and a wind turbine.",26,LOGAN SQUARE,,,Chicago
Lawndale Triangle Garden,,,,,,,,,,"4226 W Ogden Ave, Chicago, IL 60623, USA",,Yes,,41.849288,-87.730571,"4226 W Ogden Ave, Chicago, IL 60623, USA",NeighborSpace,,http://neighbor-space.org/gardens/,,Yes,,22,NORTH LAWNDALE,,,Chicago
Windy City Greens,Yes,,,Urban Farm,On site water source,No,,Greenhouse,,"1200 W Cermak Rd, Chicago, IL 60608, USA",Yes,No,No,41.8535857,-87.6566529,"1200 W Cermak Rd, Chicago, IL 60608, USA",Private,,windycitygreens.com,https://www.facebook.com/windycitygreens,No,"At Windy City Greens, we grow local produce for Chicago restaurants and grocers to build healthier communities. Our urban farm is located in the Pilsen neighborhood, where we enjoy supporting the local community by creating urban farming jobs to improve the access to fresher, healthier food in Chicago and its surrounding areas. Our sustainable farm operates year-round, growing microgreens, herbs and vegetables in a controlled state-of-the-art environment. Since all of our farming is done indoors, we don?t need to worry about harsh winters or crop-killing pests. Everything we grow at our farm is herbicide and pesticide-free. We care deeply about resource management and environmental impact. All aspects of our growing methodology, from our energy use to our irrigation systems, are carefully and continuously monitored for efficiency. Since our farm is located near the city center, it reduces the need for long haul transportation which helps to eliminate our carbon footprint and guarantees a higher quality product due to the short time between harvest and delivery.",25,LOWER WEST SIDE,info@windycitygreens.com,,Chicago
Madeleine Fuqua Garden,Yes,,,"Food Donation, Urban Farm, Pantry Garden","On site water source, Irrigation System",Yes,"Seating Area, Shed / Storage box",Hoop house,,"12101-12199 W Yorkhouse Rd, Waukegan, IL 60087",Yes,Yes,No,42.409569,-87.867939,"12101-12199 W Yorkhouse Rd, Waukegan, IL 60087",,Waukegan Parks District,waukegan.org,https://www.facebook.com/greentownwaukegan/,Yes,,,,,,
Dorchester Community Garden,,,,,,,,,,"6953 S Dorchester Ave, Chicago, IL 60637, USA",Yes,,,41.7680548,-87.590655,"6953 S Dorchester Ave, Chicago, IL 60637, USA",NeighborSpace,,,https://www.facebook.com/dorchestergarden/about,,,5,SOUTH SHORE,,,Chicago
The Talking Farm,,,,,,,,,,"3701 Howard St, Skokie, IL 60076, USA",,,,42.0179062,-87.7221816,"3701 Howard St, Skokie, IL 60076, USA",,,http://www.thetalkingfarm.org,https://www.facebook.com/ttfarm/,,"In 2005, The Talking Farm, a 501(c)(3) organization was created by a group of concerned residents of Skokie and Evanston, who questioned the quality of the local food system and its impact on our health.

Evanston and Skokie are part of a regional food system that produces only 3% of the food we consume. (Although Illinois is a farm state, most of the food we grow is exported for agricultural or manufacturing purposes.) As a result, we depend on corporate food purveyors for our meals. An urban farm can help provide us with healthy, locally grown foods we can trust. 

In 2006, the Talking Farm was created and at that time, there was no physical farm, so our main mission was to provide educational programming on growing and harvesting, vegetables and fruit. 

In 2009, the Edible Acre Pilot Project at Evanston Township High School was initiated and has continued to this day.

In 2011, thanks to the Skokie Park District, a use agreement was signed for use of the land at 3701 Howard Street, and the Howard Street Farm established. 

The Talking Farm continues to expand its activities and there are many opportunities for volunteers. 

Our educational programs are complemented by and dependent on our working farm, but developing a farm from the ground up is a huge undertaking that constantly challenges the resources of our fledgling grassroots organization. The growth of our farm is central to the growth of our educational initiatives

Some of our accomplishments in 2016: 
?	Grew over 8,200 pounds of 27 different varieties of organically-grown vegetables that were distributed to the community, sold at farmers' markets, or donated to food pantries
?	One of only a few urban farms in Chicagoland that plants in-ground and engages in leading-edge healthy soil and sustainability initiatives that will serve as examples to the community
?	Expanded a comprehensive internship and FarmHand program that teaches people how to farm sustainably and acts as a feeder program for other urban farming initiatives.
?	Provide hands-on volunteering and educational opportunities for school-aged children, community groups and companies interested in sustainability or urban farming",0,0,info@thetalkingfarm.org,,Skokie
